# RA DEC F1500W_MAG_KRON F1500W_MAG_CIRC3 F1500W_MAG_CIRC4 F1500W_MAG_CIRC5 F2100W_MAG_KRON F2100W_MAG_CIRC3 F2100W_MAG_CIRC4 F2100W_MAG_CIRC5
53.12523 -27.80692   nan 22.52713 21.09571 20.48670   nan   nan   nan   nan
53.11190 -27.80685 20.77791 20.15689 20.29986 20.56478   nan   nan   nan   nan
53.17314 -27.80685 19.51454 19.47977 19.50695 19.51237   nan   nan 21.97026 19.03724
53.11513 -27.80678   nan   nan   nan 20.61444 17.17822 17.49273 17.72857 18.06814
53.18290 -27.80664   nan   nan   nan   nan   nan   nan   nan   nan
53.13649 -27.80663 20.81173 20.94936 20.33055 19.66180 17.80583 17.63864 17.83890 17.59225
53.17841 -27.80663   nan   nan   nan   nan   nan   nan   nan   nan
53.13799 -27.80651 21.08040 21.47935   nan   nan   nan 19.91073 18.66287 18.34898
53.12904 -27.80645   nan   nan   nan 22.03287   nan   nan   nan   nan
53.13437 -27.80635   nan   nan   nan   nan 18.88369   nan   nan   nan
53.17829 -27.80632   nan 19.79643 19.18244 19.14565   nan   nan 18.00022 16.77484
53.12158 -27.80603 18.86314 18.94881 18.91778 18.77377 17.06648 17.05858 17.02039 17.04301
53.16038 -27.80601 20.30990 20.33704 20.38996 19.98862 18.05286 17.53169 17.99594 18.23019
53.11653 -27.80592 21.38176 21.37938 20.60918 20.37222 19.40143 19.39076   nan   nan
53.12722 -27.80593 18.90310 19.78046 20.16705 19.86065 16.18554 16.70627 17.23380 17.63299
53.15294 -27.80581 19.08170 19.47018 19.38904 19.18402 19.12797 19.62596 21.18402   nan
53.18437 -27.80582   nan   nan   nan   nan   nan   nan   nan   nan
53.17146 -27.80578 20.53297 21.70936 22.10230   nan 18.27876   nan   nan   nan
53.20281 -27.80573   nan   nan   nan   nan   nan   nan 17.81922 17.25244
53.16500 -27.80539 19.77362 21.11852 20.65159 20.30468 17.10377 17.84759 20.59828   nan
53.11463 -27.80528 19.63183 20.53028 19.81880 19.41414 21.25590 19.89239   nan   nan
53.18440 -27.80524 18.20200 18.16795 18.11371 18.08685 25.22687 18.10082   nan   nan
53.11378 -27.80523 20.41347 20.53669 20.48120 20.41100 18.48425 17.49008 18.26328 20.42025
53.15634 -27.80521   nan   nan   nan   nan 17.83151 16.81238 16.75195 16.98569
53.17000 -27.80515 20.07213 20.20301 19.94217 19.74413   nan   nan 19.47654 19.49774
53.12062 -27.80511   nan   nan   nan   nan 22.36055 18.09911 17.65873 17.73157
53.12837 -27.80507 19.10539 19.26102 19.34829 19.09172   nan   nan   nan   nan
53.13881 -27.80502 19.06794 19.29454 19.10397 18.98795 18.02933   nan 18.28789 17.53907
53.16127 -27.80498 19.24281 19.44455 19.94417 20.38578 20.08827 17.73951 17.90887 18.44787
53.17638 -27.80470   nan   nan 22.29449 21.29309   nan 18.51912 17.02170 16.49591
53.10770 -27.80454 19.42786 19.98915 19.59505 18.95157 17.55549   nan   nan 17.87651
53.11893 -27.80430   nan   nan   nan 22.13371 17.24754 17.23375 17.10847 16.94279
53.12759 -27.80411   nan   nan   nan   nan 16.72340 16.59142 16.64317 16.75489
53.18099 -27.80408 20.17188 19.46448 19.31559 19.19505 16.36508 15.98493 15.97586 16.03292
53.14772 -27.80407   nan   nan   nan   nan 19.41212 17.85936 17.81004 17.93678
53.18078 -27.80406   nan 21.14375 19.95542 19.91929 16.89275 16.74979 16.88343 17.13647
53.12047 -27.80400 20.33938 22.38732   nan   nan   nan 18.22792 19.50521   nan
53.13078 -27.80392 19.45359 19.29808 19.05245 18.87889 20.83442   nan 18.48119 17.28269
53.12489 -27.80384 21.96811 20.76455 20.30543 20.13408 17.20465 17.79095 18.10562 20.22259
53.14257 -27.80378 17.66743 17.70068 17.68595 17.67278 16.24058 16.34692 16.23912 16.23480
53.15157 -27.80375   nan   nan   nan   nan 17.68655 17.85490 18.59581 19.29747
53.18234 -27.80372   nan 22.52096 21.81889 21.70269 19.13203   nan   nan 18.58689
53.11564 -27.80366 19.77677 19.95506 19.93404 20.19763 16.78271 17.43471 18.32479   nan
53.15161 -27.80342 19.29033 19.78003 19.97480 19.99276   nan   nan 19.52268 18.06031
53.16999 -27.80300 21.14628 20.71885 19.83089 19.32012   nan   nan   nan 21.05942
53.11705 -27.80299 18.52568 18.67052 18.72520 18.60634 17.40699 17.99473 18.30876 17.91170
53.13627 -27.80283 21.74741   nan   nan   nan   nan   nan   nan 19.84740
53.12973 -27.80272 21.82148 20.34226 20.15602 19.67357 17.92819 17.47030 17.85240 17.72752
53.15178 -27.80265   nan   nan   nan   nan 18.63611 18.47546 18.46973 17.87543
53.18658 -27.80256   nan   nan 22.70434 19.85270   nan   nan 18.66727 17.57749
53.14103 -27.80254   nan   nan   nan   nan 17.64339 20.01765 19.76181 19.17848
53.17337 -27.80232   nan   nan   nan   nan   nan   nan   nan   nan
53.18879 -27.80228   nan   nan   nan   nan   nan   nan   nan   nan
53.15250 -27.80224 19.71546 19.68631 20.13551 20.34892   nan   nan   nan   nan
53.14079 -27.80217 18.93680 19.07509 19.22637 19.55146 18.73437 17.84744 17.87385 18.03088
53.12001 -27.80215 18.64502 18.71080 18.75763 18.77378   nan   nan 18.64845 18.00341
53.19544 -27.80190 18.82760 19.21785 18.83877 18.64581 17.07977 17.72986 17.18292 17.21477
53.16637 -27.80189 18.57851 19.12358 18.93408 18.89911 17.28045 18.67345 18.20937 18.44493
53.13285 -27.80186 19.53451 20.13252 20.42551 20.76189   nan   nan   nan   nan
53.14997 -27.80183 21.07274 20.52443 20.19452 19.88519   nan   nan   nan 21.75556
53.17464 -27.80164 21.15731 20.64541 20.91603 20.88259   nan   nan   nan   nan
53.11224 -27.80165   nan   nan 22.01450 20.96990   nan   nan   nan   nan
53.11453 -27.80151 23.31581 21.86359 21.21783 20.78622   nan   nan   nan   nan
53.16224 -27.80130 19.75910 19.76668 19.82714 19.69245 16.86950 16.87625 16.99840 17.05178
53.16085 -27.80123 21.35852 22.18526 20.87812 20.23633 17.35716 17.67759 17.94789 18.21383
53.19785 -27.80114 19.79047 19.94512 20.04225 19.45627 16.54018 16.56582 16.65990 16.65963
53.12917 -27.80115 20.11518 20.10834 20.24534 20.21058 18.50650 19.22467   nan   nan
53.11203 -27.80113 20.74379 19.48834 19.56599 19.52595   nan   nan   nan   nan
53.13311 -27.80096 19.98226 20.58055 21.12445 24.81181   nan 19.87467 19.36752 18.37936
53.17901 -27.80085   nan   nan 20.10313 19.39532 17.18695 16.36255 16.30805 16.50782
53.20239 -27.80081   nan   nan   nan   nan 16.71337   nan   nan   nan
53.18970 -27.80076   nan   nan 25.84480   nan 17.56574 17.55507 17.29849 17.50459
53.11478 -27.80077 20.76300 19.68955 19.05155 18.62752   nan 18.68119 18.06035 17.81980
53.12051 -27.80072 19.40994 19.59314 19.24602 19.01905   nan   nan 22.82341 19.15959
53.16297 -27.80059 21.68539 21.19123 21.86397 22.47401   nan   nan   nan   nan
53.12445 -27.80042 21.23381 21.03661 22.04017 21.38966   nan   nan   nan   nan
53.12992 -27.80043   nan   nan   nan   nan   nan   nan   nan   nan
53.13002 -27.80038 19.87855 20.08080 20.84081   nan 17.07884 17.68736 18.88345 21.25519
53.17812 -27.80002   nan   nan   nan   nan   nan   nan   nan   nan
53.14304 -27.79996 18.80469 18.84697 18.85977 18.83156   nan   nan   nan 19.20694
53.17257 -27.79983 18.99891 19.79947 19.64248 19.25382   nan   nan   nan   nan
53.16594 -27.79977   nan   nan   nan   nan   nan   nan   nan   nan
53.18714 -27.79956 18.79258 20.19164   nan   nan 16.58862 17.16129 18.39382   nan
53.15429 -27.79953   nan   nan   nan   nan 17.97162 21.22366 20.09013 20.28747
53.16543 -27.79949 19.40611 19.42082 19.46850 19.52390 19.41055   nan   nan   nan
53.16280 -27.79951   nan   nan   nan   nan 18.84410 18.12670 18.34270 17.94571
53.20193 -27.79926   nan   nan   nan   nan   nan   nan   nan   nan
53.19791 -27.79924 19.93144 19.24655 19.57026 19.99185   nan 18.64581 18.95110   nan
53.11339 -27.79924 23.24604 21.54228 22.24879 22.43879   nan 18.54784 18.15110 17.59313
53.14670 -27.79914 20.88545 22.27145   nan   nan   nan 21.17388   nan 19.93945
53.15399 -27.79911 20.02718 20.26567 20.88135 20.56693 17.62882 17.78085 18.11350 18.14560
53.12204 -27.79907 19.87255   nan   nan   nan   nan   nan 19.92720 18.48639
53.11928 -27.79901   nan   nan 22.43974 20.40469   nan   nan 20.64267 19.00990
53.14396 -27.79896 20.19373 20.65805 20.79291 20.46095 17.40227 17.35292 17.26900 17.23115
53.15833 -27.79888 19.48243 19.42873 19.63721 19.89849   nan 18.14215 18.59261 18.99118
53.19808 -27.79879 18.90627 18.80103 18.93772 19.07592 18.30454 18.35087 17.54154 17.21222
53.18133 -27.79873 20.33050 22.73476   nan   nan 15.84939 16.31311 16.53627 16.66980
53.16567 -27.79863 21.75761 23.37864 21.84482 20.96135 16.81905 16.90419 17.24289 17.62305
53.12907 -27.79848 18.50903 18.71055 18.65356 18.54288 16.86753 17.58338 17.75155 17.66829
53.17228 -27.79843 19.07162 19.12909 19.19180 19.14439 17.85481 20.02212 18.15562 17.40671
53.15122 -27.79826 18.79989 18.86866 18.93695 19.06596 16.59648 16.45917 16.63306 16.71312
53.18736 -27.79820   nan   nan   nan   nan   nan   nan   nan   nan
53.19979 -27.79813 20.03863 20.26083 21.52796   nan 17.78013 17.64485 17.80405 17.64628
53.16206 -27.79809 19.48230 19.60590 19.89617 20.42611 17.74005 17.83749 18.33422 19.78475
53.14291 -27.79809 19.10969 19.75523 19.52629 19.26172   nan   nan 20.01219 19.71972
53.11547 -27.79810 19.40173 19.51265 19.50721 19.31577 17.42666 17.16140 17.57923 17.98891
53.14771 -27.79802 19.45133 19.47473 19.37287 19.32296 18.43223 20.26004 18.22811 18.10726
53.18663 -27.79792 19.96637 19.52297 19.46385 19.57571   nan   nan   nan   nan
53.17044 -27.79736 23.51605 23.14000 21.28541 20.44569 17.94767 17.47892 17.36894 17.32647
53.19881 -27.79733 19.23036 19.35972 19.39526 19.45450   nan   nan   nan   nan
53.15322 -27.79716 19.78988 20.00170 20.09521 19.91658   nan   nan   nan   nan
53.20180 -27.79712 19.44022   nan   nan   nan   nan 19.47326 17.33610 17.33385
53.16884 -27.79700 18.37160 18.57004 18.65141 18.72570 16.60557 17.16251 17.79590 18.86354
53.16595 -27.79701   nan 20.83587 20.18630 20.08830   nan   nan   nan   nan
53.14595 -27.79659 19.80370 20.38122 20.86157 21.22253 17.39120 17.41734 17.99570 18.38362
53.17299 -27.79653 20.79072 19.55672 19.20345 18.92818 18.58457   nan   nan 18.20687
53.20066 -27.79644   nan   nan   nan   nan   nan   nan   nan 21.59199
53.13085 -27.79628 19.57317 19.61548 19.66416 19.97253 19.07519 19.07522 18.90254 20.45733
53.20293 -27.79626 19.51164 18.55731 19.05194 19.70390   nan 17.32035 17.97626   nan
53.13661 -27.79598 18.33488 18.42719 18.57165 18.71487   nan 18.31859 17.76148 17.82654
53.17246 -27.79595 23.77768 22.04039 21.05223 20.19018   nan   nan 21.43047 19.30697
53.12262 -27.79592 22.53004 22.14508 22.02313 21.31717 17.69046 18.58259   nan   nan
53.13732 -27.79589   nan 23.17281 20.86928 20.10865   nan   nan   nan   nan
53.18810 -27.79581   nan   nan   nan   nan   nan   nan   nan   nan
53.20189 -27.79569 19.18768 18.80184 18.75154 18.71765 23.07337   nan   nan   nan
53.15978 -27.79568 19.27767 19.22264 19.62258 20.10600   nan 19.18893 18.58180 17.91244
53.15572 -27.79552 18.77108 18.69574 18.83080 18.85236 17.64851 17.24146 17.81989 18.14463
53.20157 -27.79550   nan 20.56378 21.21664 20.69204 20.80390 18.10782 17.61909 17.17205
53.16133 -27.79550 19.33464 19.62908 19.74279 20.14186   nan   nan   nan   nan
53.14508 -27.79546 19.00214 18.86375 18.91315 19.12157 18.51056 17.82532 17.45881 17.83886
53.17832 -27.79545 18.95863 18.83853 18.78065 18.68044 16.84257 16.99900 16.90574 16.80384
53.13100 -27.79541 20.91299 20.86056 20.19027 19.87042 17.07854 17.84932 17.84876 17.21924
53.17709 -27.79539   nan   nan   nan   nan   nan   nan   nan   nan
53.14334 -27.79534 20.14346 19.73827 20.08251 20.32615   nan 20.17347   nan   nan
53.16541 -27.79534 19.87065 19.78344 19.60036 19.42021   nan 20.51919 18.61088 18.20568
53.17629 -27.79533   nan   nan   nan   nan   nan   nan   nan   nan
53.15748 -27.79537 20.23846 19.84384 20.20085 20.64122   nan 19.34667 18.51044 18.32846
53.14354 -27.79528   nan 22.02567 20.27246 19.72343 16.97486 16.73584 16.71913 16.77059
53.17215 -27.79515 19.22125 19.26175 19.13257 19.05140 17.01468 16.86420 16.74968 17.10612
53.12710 -27.79513   nan   nan   nan 22.22561   nan   nan   nan 18.50055
53.13271 -27.79512 19.30212 20.46808 20.87476 21.19802 18.50933   nan   nan   nan
53.19857 -27.79509   nan   nan   nan   nan   nan   nan   nan   nan
53.12560 -27.79501 18.48070 18.56121 18.57504 18.59808 17.14507 17.21957 17.28563 17.29144
53.20293 -27.79498   nan   nan   nan   nan   nan   nan   nan   nan
53.15658 -27.79489   nan   nan   nan   nan   nan   nan   nan   nan
53.20479 -27.79483   nan   nan   nan   nan   nan   nan   nan   nan
53.16801 -27.79472   nan   nan   nan   nan   nan   nan   nan   nan
53.18605 -27.79470   nan 19.76431 19.40491 19.22922   nan   nan   nan   nan
53.13944 -27.79439   nan   nan   nan   nan 16.58595 16.84392 16.94685 17.10577
53.14117 -27.79434   nan   nan   nan   nan 24.13192   nan   nan   nan
53.14834 -27.79433 22.50140   nan   nan   nan 18.39459 18.74343 18.60946 19.10353
53.18224 -27.79407 20.77193   nan 22.01873 20.84962 16.69277   nan   nan   nan
53.12909 -27.79397 18.90770 18.68678 18.69858 18.80095 16.26265 16.41521 16.66169 16.99621
53.16931 -27.79387 18.71210 18.98883 19.35031 19.40207 17.24869 17.28345 17.19171 17.19841
53.20025 -27.79382 18.92569 18.73282 18.89832 18.67810   nan   nan 19.81754 17.64231
53.17585 -27.79366 19.38104 20.17353 20.13761 19.78736 17.79936   nan   nan   nan
53.18950 -27.79351 19.75666 19.75428 19.82784 20.08394 16.37800 16.36734 16.53671 16.67510
53.16981 -27.79351 22.32050   nan   nan   nan 19.82507 18.45847 18.22678 18.12101
53.17587 -27.79344   nan   nan   nan   nan   nan   nan   nan   nan
53.15494 -27.79344 20.27602 19.81609 19.60699 19.48285 16.57172 16.54649 16.74323 17.21144
53.19636 -27.79328 21.02991 20.77029 21.75809 20.80035   nan   nan   nan   nan
53.18385 -27.79321 18.96397 18.84384 18.71004 18.67373   nan   nan 18.93913 18.03399
53.18647 -27.79287 19.78449 19.99514 19.72841 19.53896 17.87446 18.10804 17.77802 17.88364
53.16236 -27.79275 18.85318 18.85162 18.92522 18.80672 16.71085 18.74344 18.95876 17.98620
53.17200 -27.79267 19.45258 18.76024 18.97236 19.21020 17.07047 16.76599 16.74525 16.88589
53.19800 -27.79254 21.45067 20.40274 20.16285 20.44372   nan   nan   nan   nan
53.17594 -27.79254   nan   nan 22.03396 20.37886   nan   nan   nan   nan
53.13155 -27.79242 19.91669 21.33276   nan   nan 16.75472 17.47326 17.99838 18.43441
53.20626 -27.79222   nan   nan   nan   nan   nan   nan   nan   nan
53.18015 -27.79214   nan   nan 21.37891 21.58478   nan   nan   nan   nan
53.16131 -27.79197 19.87984 19.99964 19.40873 18.72605 15.34882 15.25119 15.17887 15.05192
53.19653 -27.79191 23.60017 21.94872 20.65652 20.18886 18.76877 18.71220   nan   nan
53.19568 -27.79187 19.84980 19.84742 19.40819 19.32577   nan   nan   nan   nan
53.20001 -27.79187 20.30976 19.29672 19.17562 19.45395   nan 17.25975 16.90332 16.97926
53.11882 -27.79186   nan   nan   nan   nan   nan 18.49850 19.36664 19.82743
53.14606 -27.79166   nan   nan   nan   nan 17.01953 17.18227 17.11654 17.09136
53.21080 -27.79163   nan   nan   nan   nan   nan   nan   nan   nan
53.16858 -27.79160 19.55943 19.48393 19.38717 19.21960   nan   nan   nan   nan
53.19490 -27.79160   nan 19.51147 19.71440 20.50538 17.24586 16.74919 17.27987 18.28386
53.17277 -27.79157   nan   nan   nan 21.31057   nan   nan   nan   nan
53.18440 -27.79132 19.39742 19.75432 20.58910 21.66257 15.73319 16.12707 16.42706 16.69468
53.17253 -27.79118 20.72816 20.21918 19.50905 19.14372   nan   nan   nan 18.71395
53.20550 -27.79069   nan   nan   nan   nan   nan   nan   nan   nan
53.16240 -27.79070   nan 22.22707 21.54612 20.67814   nan   nan   nan   nan
53.13422 -27.79054   nan   nan   nan   nan   nan   nan   nan 19.32788
53.18456 -27.79048 18.91170 19.29445 19.54667 19.67590 16.88967 16.98620 17.17782 17.63552
53.17406 -27.79051 20.37543 22.05521 22.16388 21.48630   nan   nan   nan   nan
53.15505 -27.79050   nan   nan   nan 22.63980 19.36944 18.98887 20.43616 22.61788
53.19088 -27.79043 18.98228 19.33156 19.61684 19.56627   nan   nan   nan   nan
53.14684 -27.79037   nan   nan   nan 22.78685 18.53470   nan   nan   nan
53.16710 -27.79027 20.79068 20.69496 20.90982 21.93567 17.84991 17.50330 17.86127 18.52314
53.16741 -27.79018 21.48523   nan 20.98519 20.23306 17.06041 17.14032 17.17895 17.06892
53.14630 -27.79022 19.80851 19.96395 19.47096 19.24822 18.51606   nan   nan   nan
53.14277 -27.79009 19.85033 19.97500 19.72940 19.36198 22.07349 20.28219   nan 19.48463
53.14204 -27.78996 18.61470 18.84166 19.12994 19.43357 18.62920   nan   nan 18.93280
53.15328 -27.78975   nan   nan   nan   nan 19.39235 19.38168 17.83181 17.59212
53.17651 -27.78977 18.27001 18.34326 18.43093 18.31245 16.82855 16.77248 16.99166 16.82752
53.16259 -27.78973   nan   nan   nan   nan   nan   nan   nan   nan
53.15741 -27.78930 20.00863 20.30210 20.32402 20.07803   nan   nan 20.88836 19.14960
53.19971 -27.78899 19.06396 18.93093 19.46070 20.18577 16.29287 16.27764 16.69337 17.19263
53.12672 -27.78897   nan   nan   nan   nan 18.68249 17.58663 17.12581 16.94364
53.14192 -27.78889 23.81483   nan   nan 21.35286 23.07976 18.87221   nan   nan
53.19156 -27.78872 19.65988 19.73694 19.81091 19.69216   nan   nan   nan   nan
53.18655 -27.78866   nan   nan   nan   nan   nan   nan 19.07284 17.55920
53.19733 -27.78856   nan   nan   nan   nan   nan   nan   nan   nan
53.12554 -27.78832 22.57204 20.17855 21.15939   nan   nan   nan   nan   nan
53.13192 -27.78826 19.89392 19.59090 20.03885 20.22259 18.48932   nan   nan   nan
53.14341 -27.78808 22.51814 22.51576 20.53141 19.78615   nan   nan   nan   nan
53.15232 -27.78805   nan   nan   nan   nan   nan   nan   nan 20.68771
53.15223 -27.78801   nan   nan   nan   nan   nan 18.81922 18.59125 19.69767
53.16121 -27.78793 19.39713 19.50087 19.32510 19.23530 18.98050 17.79841 17.36268 17.16725
53.14920 -27.78793   nan   nan   nan   nan   nan   nan   nan   nan
53.19374 -27.78790 19.33742 18.99912 19.16529 19.30740   nan 17.64975 17.47605 17.57608
53.19834 -27.78787 19.29972 19.27983 19.28695 19.32596   nan   nan 18.86625 18.04696
53.16500 -27.78787 20.10275 20.09274 20.89653 23.32118 17.14290 17.25480 17.90757 18.21071
53.18300 -27.78780 20.04590 20.58265   nan   nan   nan   nan   nan   nan
53.15403 -27.78779 19.50820 19.50582 19.38676 19.16452 20.40770 20.39703   nan 20.38124
53.18323 -27.78773 19.34142 19.68274 19.65961 19.48240 17.07828 17.71954 17.89757 17.68803
53.12542 -27.78744   nan 23.47765   nan 22.15587 19.26208 17.91101 17.82603 17.78820
53.17826 -27.78738 19.03247 19.96221 19.43758 18.99099 15.88376 16.55506 17.09941 17.76630
53.19524 -27.78722 20.60789 20.03381 19.79708 19.43954   nan   nan   nan   nan
53.16138 -27.78720 19.83305 19.39403 19.19942 19.06368 16.27530 16.16589 16.09931 16.03681
53.15417 -27.78714   nan   nan   nan   nan 20.40849 18.64339 17.52181 17.03014
53.13847 -27.78710   nan 20.53021 20.19396 20.10100   nan   nan   nan   nan
53.18454 -27.78704 19.39288 20.28444 19.95118 19.49298   nan   nan   nan   nan
53.18394 -27.78691   nan   nan 21.94093 21.28103 17.59008 17.57942 17.61633 17.52328
53.12826 -27.78685 18.58793 18.69833 18.79614 18.74334 16.92022 17.35654 17.53062 17.39985
53.14337 -27.78681 18.66356 18.66119 18.59415 18.42392 16.29471 16.28404 16.46559 16.46603
53.13130 -27.78682 19.44888 19.22499 19.27678 19.38798 17.04421 17.86510 18.76579 19.07682
53.13324 -27.78680   nan   nan   nan   nan 17.36643 17.98325 18.53789 19.41751
53.13624 -27.78672 19.27397 19.60576 19.67108 19.45380 17.47782 18.34931 18.59929 18.04567
53.16297 -27.78672 21.90353 21.74049 24.92045 24.85699 17.82832 17.86532 17.78794 17.47686
53.16798 -27.78655   nan 21.64166 23.81341 21.89715   nan   nan   nan   nan
53.19594 -27.78648   nan   nan 21.26721 19.84283   nan   nan   nan   nan
53.18673 -27.78635 19.66153 19.42198 19.44384 19.27928 16.52741 16.79931 17.03166 17.15857
53.15995 -27.78637   nan 20.37544 19.98453 20.02509   nan   nan   nan 19.24808
53.15806 -27.78631 18.36686 18.39935 18.50331 18.55824 17.65717 17.51994 17.34660 17.07552
53.13920 -27.78623 20.20104 20.42474 21.29940   nan 18.04661 18.02695 19.48853   nan
53.16010 -27.78619 19.77023 21.17264   nan   nan 18.62999 17.93512 17.86806 17.37960
53.12689 -27.78615 19.69300 19.70561 19.82244 19.97265   nan 19.81319 18.60212 17.80056
53.17907 -27.78612 18.23386 18.63642 18.69998 18.73986 17.38743 17.35007 16.90493 16.53295
53.20146 -27.78583   nan 21.26720 23.12150 21.68103 17.74038 17.62211 18.62916 19.77307
53.17945 -27.78583 18.39482 18.41632 18.54395 18.68229 16.07691 16.11598 16.53486 17.15067
53.15989 -27.78585   nan   nan   nan   nan   nan 21.25511 19.34957 18.46097
53.13694 -27.78581 19.78167 19.63902 19.99921 19.89455 17.92263 17.66619 18.42605 18.49877
53.15157 -27.78540 19.28284 19.25579 19.35575 19.28304   nan   nan   nan   nan
53.17037 -27.78532   nan 22.57749 20.74161 20.39087   nan 18.67544 18.31858 18.01408
53.13746 -27.78530   nan 22.09029   nan   nan 19.56305   nan 19.08521 19.01136
53.16738 -27.78529 20.29663 21.53448 20.48899 20.26785 17.39245 17.70142 17.69919 18.22987
53.17230 -27.78527   nan   nan   nan 21.39675 17.97144 17.96077 17.70031 17.55624
53.18930 -27.78520 20.70035 19.65948 19.53785 19.62668   nan 25.75443 19.56695 20.84805
53.17913 -27.78512   nan   nan 20.15721 19.74802   nan 21.67204 17.59838 17.12722
53.15369 -27.78502 19.90938 19.67726 19.47900 19.37023 18.65853 19.06419 19.93850 19.57326
53.19845 -27.78495 19.37657 19.46549 19.46940 19.45832 18.63173 17.85222 18.21939 18.75645
53.15385 -27.78493   nan 19.55603 19.29817 19.25177   nan   nan 18.61373 17.99811
53.15188 -27.78483   nan   nan   nan 22.91570 18.05653 18.64927 20.01943   nan
53.14594 -27.78473 18.71354 18.94688 18.84661 18.72367 18.93681   nan   nan   nan
53.14490 -27.78462   nan   nan   nan   nan   nan   nan   nan   nan
53.14748 -27.78460   nan   nan 19.69334 18.89878 16.26765 17.52914 17.52646 17.06926
53.12706 -27.78456 21.62171 19.86428 19.31836 19.17232 17.75185 17.50655 17.42227 17.40792
53.14235 -27.78446   nan   nan   nan   nan 17.96202 22.91760 19.90065 22.08131
53.18888 -27.78441 21.32286 21.26916 20.48925 19.70731 17.59144   nan   nan   nan
53.19268 -27.78422 18.87963 18.90803 18.95292 19.07978 18.26017 17.86771 17.99435 17.97471
53.13263 -27.78421   nan   nan   nan   nan   nan 18.08108 18.77386 19.47965
53.17717 -27.78415   nan   nan   nan   nan 16.61359 16.48195 16.33269 16.31200
53.13045 -27.78405 19.56777 19.12609 19.06822 19.02625 17.63649 17.32165 17.55722 17.67449
53.14413 -27.78395 19.94476 20.09536 19.96249 19.97546   nan   nan   nan   nan
53.15054 -27.78393 19.83651 19.98715 19.60720 19.64022   nan   nan   nan   nan
53.19156 -27.78392 22.11230 21.28012 21.05148   nan   nan   nan   nan   nan
53.17666 -27.78388 18.91995 18.99034 18.87542 18.78920 17.92861 19.14976   nan   nan
53.15402 -27.78388   nan   nan   nan   nan   nan   nan   nan   nan
53.12886 -27.78373   nan   nan   nan   nan 16.52424 16.94779 17.00919 16.74681
53.13244 -27.78360   nan   nan   nan   nan 17.09413 17.33516 17.44661 17.48723
53.18261 -27.78350 19.26911 19.13504 19.37746 19.71126 17.14297 16.70168 17.28835 17.88984
53.12971 -27.78349   nan 23.30185 20.22415 19.76238 18.23207 18.82357 18.13135 17.87584
53.18148 -27.78342 18.85525 18.90148 18.78106 18.62828 17.23850 17.05490 16.96724 16.71805
53.15767 -27.78337 18.64472 19.65168 20.06618 20.05830 17.27019 17.06139 17.24270 17.33768
53.20342 -27.78330 19.34478 19.34770 19.43717 19.52704 17.38387 17.42275 17.54145 17.51396
53.18125 -27.78316   nan   nan   nan 22.04353   nan   nan   nan   nan
53.19193 -27.78303   nan   nan   nan 23.89544 17.37931 17.44588 17.96673 18.52406
53.15106 -27.78295 19.97741 20.26267 21.42321 21.43580   nan   nan   nan   nan
53.19575 -27.78278 19.94163 19.75460 19.93646 20.03878 18.62687 18.54205 19.10999 18.76245
53.15832 -27.78281 22.18437 21.62873   nan   nan   nan   nan   nan   nan
53.15277 -27.78278 19.72577 19.60939 19.45761 19.32482 17.55286 18.09459 18.12809 18.00084
53.15121 -27.78272 21.13750 20.35711 19.96427 20.06087 17.46472 17.60580 17.67458 17.77232
53.12940 -27.78258   nan   nan   nan   nan 17.98396 17.80027 18.01151 17.90004
53.17733 -27.78246 19.62723 19.44971 19.75053 20.11179   nan   nan   nan   nan
53.13833 -27.78238   nan   nan   nan   nan   nan   nan   nan   nan
53.16486 -27.78236   nan   nan   nan   nan   nan   nan 19.80687 18.73051
53.15878 -27.78209   nan   nan 22.05223 24.14375   nan 19.12969 21.80922   nan
53.16750 -27.78189 21.03919 20.74372 20.24251 20.22883 17.80662 18.30543 19.37485   nan
53.17496 -27.78181 19.02432 18.79219 18.83962 18.90695 18.98724 18.24084 18.45286 19.32716
53.12611 -27.78166 19.27267 19.06023 19.15675 19.26330 16.51238 16.66771 16.82032 16.96521
53.15152 -27.78143 18.12385 18.06850 18.12381 18.22861 15.59513 15.80892 15.93501 16.07174
53.20283 -27.78115 18.89021 18.89348 18.87088 18.79354 18.21200 18.63877 17.91963 18.29735
53.16829 -27.78114 19.49400 19.67842 19.77457 20.43798   nan   nan   nan   nan
53.14048 -27.78099 19.85790 19.45310 19.93808 20.35029 17.87616 17.98106 17.43264 17.14689
53.15351 -27.78095 19.79110 19.95853 21.04871   nan   nan   nan 20.67203 20.62063
53.16249 -27.78093 19.30942 19.26834 19.33825 19.36998 17.46907 18.84046   nan   nan
53.16625 -27.78063 19.33886 19.49380 19.43777 19.26662 17.55881 17.79383 17.94698 18.08813
53.14310 -27.78057 20.69627 20.44507 20.03224 20.04696   nan   nan 18.38725 17.86269
53.17382 -27.78051 20.38136 20.08977 20.06943 19.87233 17.50071 17.85478 17.60983 17.17744
53.19022 -27.78048   nan   nan   nan   nan 18.67044   nan   nan   nan
53.16245 -27.78042 19.14194 19.05885 19.26327 19.45058   nan 18.67041 19.23639   nan
53.19593 -27.78025   nan   nan   nan   nan   nan   nan   nan   nan
53.16941 -27.78023   nan   nan   nan   nan   nan   nan   nan   nan
53.19799 -27.78016   nan   nan   nan   nan 18.14944 18.70800 19.39509 19.84361
