# RA DEC F1500W_MAG_KRON F1500W_MAG_CIRC3 F1500W_MAG_CIRC4 F1500W_MAG_CIRC5 F2100W_MAG_KRON F2100W_MAG_CIRC3 F2100W_MAG_CIRC4 F2100W_MAG_CIRC5
53.09467 -27.85388 18.60777 18.71829 18.81121 18.67992 17.51057 16.89910 16.68250 16.66354
53.07206 -27.85370 13.15380 14.03601 13.96781 13.86626 12.70953 13.35441 13.32376 13.27215
53.08236 -27.85368 18.88895 19.24475 19.21399 19.14396 17.68770 18.66268 18.24771 17.83838
53.09434 -27.85356 15.10165 15.59994 15.55247 15.46730 14.95431 15.13286 15.16673 15.10821
53.12466 -27.85349 19.56283 19.75214 19.32759 19.19945   nan   nan   nan   nan
53.08174 -27.85341   nan   nan   nan   nan 17.23512 17.31480 17.46720 17.44810
53.14216 -27.85324 18.40040 18.45649 18.40576 18.36347 16.69546 16.84332 16.68593 16.62272
53.13785 -27.85320 15.91379 16.62936 16.59043 16.50801 15.42521 16.01205 16.05992 15.99232
53.13263 -27.85297 17.96556 18.13941 18.07688 18.01926 24.37614 20.76748 19.59109 18.92950
53.10919 -27.85298 12.24642 13.18617 13.13831 13.05692 10.96075 11.67864 11.66440 11.61829
53.10537 -27.85300 18.75575 18.74658 18.86205 18.91749   nan   nan   nan   nan
53.09941 -27.85297 17.77968 17.70792 17.75883 17.77590 17.13399 16.86362 17.12282 17.21387
53.10652 -27.85292 18.58272 18.66466 18.64754 18.62927   nan   nan   nan   nan
53.12259 -27.85279 13.09337 13.36692 13.35311 13.31399 12.12199 12.32997 12.34062 12.31964
53.13383 -27.85264 16.04063 16.05805 16.07160 16.04685 13.73717 13.73341 13.74567 13.72241
53.12787 -27.85260 16.71775 16.69376 16.70482 16.70075 16.47562 16.63641 16.61438 16.73965
53.12400 -27.85239 19.72040 19.37236 19.14729 19.11031   nan 19.35931 19.26815 21.06942
53.09001 -27.85239 18.26212 18.58831 18.42181 18.32892 16.57789 16.46455 16.53587 16.60423
53.10650 -27.85233 17.70111 17.73113 17.74887 17.75228 16.18065 16.19354 16.24755 16.31362
53.13716 -27.85224 19.08348 19.31884 19.07582 18.89054 18.34941   nan 20.71280 19.04728
53.07635 -27.85210 19.17619 19.37959 19.55656 19.64942 16.76334 16.80385 16.76017 16.86245
53.11636 -27.85202 22.00090   nan   nan   nan   nan   nan   nan   nan
53.12002 -27.85202 17.62919 18.02578 18.00567 17.94077   nan 17.06022 17.28193 17.40213
53.12993 -27.85205 20.49489 19.90020 19.82869 19.74193   nan   nan   nan   nan
53.08871 -27.85194 14.65246 14.92709 14.91191 14.86881 13.92636 14.15092 14.14219 14.09495
53.12906 -27.85186 20.01738 20.38539 20.14206 20.14667   nan   nan 21.66912 19.52475
53.09658 -27.85180 16.05233 16.46353 16.43392 16.37241 12.92804 13.19617 13.19998 13.17408
53.12440 -27.85169 13.86894 13.93631 13.94164 13.92281 12.67252 12.70768 12.72546 12.71514
53.14462 -27.85161 18.91835 18.98870 18.92229 18.76327 16.62871 16.60368 16.61199 16.52134
53.13392 -27.85160 13.45553 14.38748 14.33783 14.25417 12.28280 12.97773 12.96467 12.91912
53.14692 -27.85140 14.98341 15.06377 15.07010 15.05600 13.86470 13.98954 13.98401 13.95819
53.08495 -27.85140 19.31380 19.23344 19.35261 19.25844 17.51879 17.69680 17.71341 17.62875
53.09557 -27.85134 14.04059 14.58822 14.54327 14.46584 13.85359 14.14591 14.16553 14.13440
53.14942 -27.85135 21.57508 20.97727 21.14528 20.42438 16.49084 16.41375 16.46070 16.36321
53.10178 -27.85103 17.12437 17.05951 17.12032 17.13853 16.58714 16.60848 16.60984 16.53343
53.09476 -27.85082 18.54319 18.72357 18.85077 18.77481 18.06491 18.13690 18.94149 19.38414
53.15285 -27.85085 17.96114 18.03533 18.11472 18.09179 16.43590 16.21019 16.31730 16.43575
53.13641 -27.85077 15.88944 16.48981 16.43694 16.37864 14.93898 15.75936 15.77264 15.74544
53.08269 -27.85071 19.63595 19.67927 19.68441 19.54320 18.22015 17.93582 19.63337 23.51679
53.08814 -27.85071 13.55362 14.27215 14.23059 14.15563 12.80272 13.41408 13.40102 13.34804
53.14073 -27.85064 19.10789 19.55541 19.44796 19.24256 18.39158 18.66502 19.21438 19.10952
53.09225 -27.85059 16.46880 16.84100 16.85112 16.84172 15.96452 16.03470 16.09797 16.17468
53.09694 -27.85057 16.40779 16.59963 16.61588 16.60218 15.69688 15.89029 15.75667 15.69076
53.14879 -27.85057 17.95376 17.66003 17.71175 17.76031 17.47555 17.26620 17.40873 17.56623
53.10262 -27.85052 18.51609 18.31017 18.43303 18.53962 16.11440 15.91409 15.94934 16.01752
53.08881 -27.85051 15.52158 16.26650 16.23274 16.17185 12.42574 12.97956 12.97274 12.93522
53.12844 -27.85048 18.58400 18.89154 18.79114 18.69352 19.22470 19.17018 18.38731 18.08887
53.11010 -27.85045 18.66819 18.71301 18.75357 18.67348 16.86068 17.15983 17.28949 17.35912
53.09836 -27.85048 19.42578 18.95428 19.07827 19.26867 17.69925 16.49836 16.83473 17.12286
53.11427 -27.85038 18.29917 18.56314 18.57266 18.50659 19.36858 21.53453 20.91116   nan
53.07782 -27.85016 18.48479 18.53358 18.45600 18.41503 17.01797 16.75614 16.98550 17.10528
53.12540 -27.85014 15.83942 16.62062 16.59424 16.53391 15.68885 16.14527 16.03705 15.95891
53.10503 -27.85011 13.70653 14.45402 14.39248 14.29793 13.15538 13.65754 13.64372 13.59752
53.11517 -27.84997 16.60195 16.65279 16.65983 16.64627 14.87731 14.91004 14.90333 14.86413
53.11487 -27.84995 19.98264 19.77623 20.04875 20.13877 19.01689 19.29053 18.75059 18.84678
53.13552 -27.84989 18.92345 18.95615 19.18991 19.55757 19.47322 18.30066 18.32861 18.92469
53.11007 -27.84982 19.29559 19.15547 19.30793 19.49173 17.92517 17.03619 17.45111 17.98940
53.10819 -27.84972 15.11029 15.29244 15.29374 15.26436 13.97011 14.06890 14.07028 14.04130
53.14488 -27.84970 18.29966 18.34470 18.30712 18.29014 16.84112 17.85540 17.44820 17.07593
53.09599 -27.84945 20.18178 20.06403 20.22412 20.64874 18.11659 18.05211 18.72914   nan
53.12541 -27.84942 20.45203   nan   nan   nan   nan   nan   nan   nan
53.08995 -27.84925 18.79179 18.79143 18.79022 18.77911   nan   nan   nan   nan
53.07578 -27.84921 18.41234 18.61974 18.37691 18.34003 16.76954 16.78552 16.81070 16.82137
53.08906 -27.84911 17.92805 17.91869 17.93052 17.93279 15.74953 15.75327 15.75123 15.73002
53.07644 -27.84873 13.70207 13.83637 13.84061 13.81714 12.34085 12.42225 12.43320 12.41736
53.08917 -27.84858 19.58120 19.53416 19.50513 19.37893   nan   nan   nan   nan
53.09510 -27.84823 17.03852 17.10731 17.10201 17.06205 16.62198 16.50147 16.60229 16.58142
53.12663 -27.84825 18.46539 18.50000 18.46367 18.48996 16.92201 17.25286 17.05195 16.84432
53.11020 -27.84825 18.74135 18.89712 18.84126 18.82030 17.78625 24.52675 18.96134 18.01520
53.13010 -27.84820   nan   nan   nan   nan 17.62278 17.50562 17.89942 17.93687
53.09112 -27.84819 19.83637 19.86735 19.97884 20.17382 17.17340 17.13161 17.02566 16.96520
53.11653 -27.84807 18.36024 18.91597 18.83789 18.78290 16.01105 15.98699 15.99571 16.04452
53.10358 -27.84801 14.61783 15.22334 15.17339 15.08970 13.50752 13.92748 13.93289 13.90684
53.09233 -27.84800 18.10390 18.17311 18.24759 18.26734 15.44829 15.49683 15.47050 15.41830
53.07509 -27.84806 15.62596 15.76291 15.69581 15.59957 13.53872 13.58843 13.57310 13.51779
53.08329 -27.84805 15.36120 16.41512 16.32807 16.22717 14.45212 15.27396 15.29887 15.21159
53.09750 -27.84796 14.27188 14.99131 14.94502 14.87007 12.27071 12.76704 12.76021 12.71807
53.09019 -27.84794 14.69732 15.52528 15.45586 15.34482 14.45820 15.10477 15.02417 14.92586
53.11199 -27.84784 18.52661 18.52687 18.50846 18.50467 17.19617 17.39589 17.45353 17.35023
53.08445 -27.84739 22.05198 22.79507 21.65011 20.47098 18.01157 17.81792 17.93349 17.50508
53.10354 -27.84735 16.14811 16.75768 16.69298 16.61240 13.14102 13.55841 13.54520 13.50123
53.12641 -27.84719 19.40359 19.48677 19.95995 21.17391 21.78270 19.71422 21.03278 21.63696
53.09809 -27.84715 18.48570 18.78817 18.69785 18.64382   nan 18.41998   nan   nan
53.11305 -27.84709 19.12679 19.38646 19.36789 19.12750 17.93381 18.66011 18.50497 18.17337
53.13081 -27.84688 19.32448 19.16909 19.25710 19.25125   nan   nan   nan   nan
53.09150 -27.84684 22.53871   nan 21.74519 20.28312 16.61496 16.54575 16.77488 16.93305
53.16531 -27.84673 17.51876 17.73936 17.65283 17.57586 14.86914 14.77691 14.84089 14.85008
53.12884 -27.84668 23.12171 20.99033 22.24065 22.70118   nan 19.56432   nan   nan
53.13102 -27.84662 17.74982 17.88715 17.82377 17.73354 16.36550 16.40942 16.43897 16.38592
53.09368 -27.84659 20.70449 20.18075 19.81321 19.74107 17.54889 17.41091 17.07397 16.93090
53.09657 -27.84649   nan   nan   nan   nan   nan   nan   nan 19.54567
53.12774 -27.84644 18.27743 18.32214 18.40793 18.45447 16.57616 16.61202 16.79338 16.98767
53.09694 -27.84642   nan   nan   nan   nan 17.58837 17.63405 17.77256 17.91584
53.14245 -27.84636 19.62159 19.88201 19.72468 19.63140 17.28310 17.15946 17.02736 16.90640
53.10060 -27.84617 18.36686 18.67780 18.71338 18.71363 16.49140 16.91603 16.98633 16.80117
53.10206 -27.84614 15.38412 15.89859 15.85978 15.80281 12.38627 12.78591 12.78694 12.76062
53.11005 -27.84611 19.60422 19.35413 19.56732 19.81757 17.07255 17.23360 17.09967 17.10387
53.13653 -27.84611 18.91490 19.18221 18.99856 18.91617   nan   nan   nan   nan
53.07737 -27.84606   nan   nan   nan   nan 17.58581 17.57469 17.61958 17.49911
53.09502 -27.84585 16.93839 17.30185 17.24844 17.18335 15.25313 15.42389 15.38080 15.36127
53.10153 -27.84578 21.00288 21.11741 20.00107 19.60943 17.63232 17.69708 17.41374 17.43809
53.12831 -27.84573 20.37889 20.92271 19.97191 19.42931   nan   nan   nan   nan
53.11036 -27.84566 18.10535 18.40658 18.40469 18.31737 18.15089 18.00321 17.69493 17.69046
53.13539 -27.84559 18.05239 18.12367 18.13310 18.17348 18.06330 18.03681 18.12464 18.47363
53.15628 -27.84555 18.80846 18.49647 18.64460 18.83015 17.01664 16.41569 16.85107 17.38861
53.14430 -27.84552 17.67760 17.71572 17.75881 17.78675 18.10834 18.52506 18.18337 18.24759
53.10464 -27.84542 14.54071 14.76046 14.75004 14.71282 14.00613 14.19137 14.19582 14.16558
53.13099 -27.84520 21.42064 21.43280 23.99765 26.35872 18.57968 18.93052 17.91781 17.70066
53.11499 -27.84519 18.51791 19.09705 18.78366 18.50363 17.92826 19.53485 18.66413 18.09413
53.09470 -27.84518 19.74058 19.68017 20.25334 20.66809 17.01299 16.98272 17.34588 17.60621
53.09818 -27.84503 18.05081 17.97888 18.06580 18.03955 15.85578 15.81215 15.86220 15.87644
53.13793 -27.84503 17.43145 17.71117 17.70866 17.62652 15.68682 16.09223 16.03019 15.96668
53.11552 -27.84473 11.69187 12.25191 12.21554 12.14528 10.99773 11.21691 11.22150 11.19488
53.14289 -27.84471 18.27150 18.34287 18.26884 18.20113 15.51935 15.71546 15.60173 15.52312
53.13893 -27.84471 19.03361 18.71931 18.87218 18.99470 15.91528 16.04390 16.07326 16.03269
53.13723 -27.84471 16.29168 16.47898 16.46849 16.44009 13.66131 13.78498 13.79611 13.78145
53.08973 -27.84468 16.00044 16.85176 16.80218 16.69817 14.04583 14.73511 14.69513 14.63676
53.15398 -27.84456 16.91813 16.96881 16.98822 16.98120 14.90633 14.95820 14.98242 14.96049
53.08335 -27.84451 18.17579 18.12231 18.09233 18.00057 17.99257 18.25731 18.12183 17.66405
53.09437 -27.84436 19.74970 19.87421 20.09793 19.97490 16.71886 16.90282 17.46130 18.10140
53.15782 -27.84436 17.77092 17.75453 17.73638 17.68993 15.86107 15.90555 15.97678 15.95340
53.10396 -27.84438 18.76786 19.04318 18.94149 18.79080 17.23232 17.47928 17.23188 17.11798
53.13900 -27.84430 20.83068 20.39591 20.29301 20.77716   nan   nan   nan   nan
53.10008 -27.84424 16.27212 16.47648 16.45882 16.41847 15.92315 15.94273 15.91813 15.93698
53.08691 -27.84421 17.48085 18.10077 17.97004 17.88028 17.54557 17.17292 16.91076 16.80253
53.14827 -27.84415 17.34153 17.35669 17.39373 17.39421 15.21329 15.22272 15.22668 15.23311
53.09472 -27.84397 19.45721 18.92541 19.04300 19.17229 17.44772 17.05449 16.96745 16.99590
53.10190 -27.84393 18.95945 19.01941 19.10780 18.99998 16.12308 16.30170 16.24616 16.11869
53.11295 -27.84386 17.61254 17.57679 17.63723 17.64814 14.91518 15.05086 15.03085 14.97993
53.10108 -27.84390 18.87856 18.81829 18.77048 18.81317 17.86414 20.99410   nan   nan
53.13934 -27.84379 17.26314 17.38762 17.39952 17.34217 15.77390 16.09489 15.92737 15.84152
53.13474 -27.84377 16.71312 17.12886 17.12630 17.05199 14.66867 14.89355 14.92840 14.89273
53.12592 -27.84375 18.21625 19.03191 18.74991 18.55499 16.39793 17.04843 17.08945 16.91717
53.08047 -27.84373 18.90319 19.20063 19.02941 18.95058 17.19237 17.53986 17.34063 17.37061
53.15068 -27.84369 15.05599 15.41741 15.40393 15.36238 13.47359 13.89734 13.89619 13.86527
53.11378 -27.84361 19.68343 19.54769 19.71657 19.67789 17.34254 17.62397 17.50162 17.37961
53.08179 -27.84358 18.16653 18.22317 18.18130 18.18159 17.71385 18.21575 18.07288 18.02605
53.17398 -27.84339 16.55326 16.91005 16.89899 16.85312 15.12990 15.09563 15.07903 15.06116
53.15668 -27.84333 14.39753 15.35030 15.29267 15.19796 13.29325 14.05903 14.03505 13.97747
53.16998 -27.84313 17.20431 17.53506 17.53635 17.47965 15.87514 15.70074 15.77609 15.85715
53.13819 -27.84305 17.79671 17.63172 17.60923 17.58727   nan   nan   nan   nan
53.12990 -27.84311   nan   nan 20.74727 19.88187 17.42191 17.51395 17.66140 17.92263
53.13010 -27.84296 18.66819 18.80474 18.69092 18.54511 19.59408   nan 19.08945 18.04821
53.08013 -27.84290 17.23926 17.27677 17.28211 17.23848 16.78234 16.56031 16.84007 16.83926
53.10187 -27.84287 16.78084 17.41694 17.36885 17.30093 15.24448 15.84478 15.79645 15.64580
53.14218 -27.84288 19.13274 19.39466 19.47242 19.43538 16.82864 17.02645 17.16067 16.95896
53.08095 -27.84281 18.88343 19.02142 18.97746 18.85273 16.69488 16.58343 16.64617 16.68438
53.16924 -27.84277 16.40124 16.59023 16.59504 16.56164 15.49302 15.72273 15.74511 15.66167
53.14234 -27.84273 18.56295 18.53995 18.51189 18.54959 17.07423 17.02919 17.02524 17.16274
53.10022 -27.84270 15.57899 16.25286 16.20833 16.12575 13.54199 13.94867 13.94647 13.90150
53.10522 -27.84269 16.87816 17.27404 17.25945 17.16233 17.23079 17.91482 18.38165 18.36886
53.11910 -27.84262 16.02927 16.54053 16.52179 16.46783 13.82488 14.18445 14.18507 14.16224
53.11275 -27.84262   nan   nan   nan   nan   nan   nan   nan   nan
53.17169 -27.84251 17.92292 18.04376 18.00644 17.98798 16.99096 16.69113 16.79678 16.86393
53.07958 -27.84248 14.48899 15.03441 15.00071 14.92589 14.61970 14.96450 14.95102 14.95462
53.15056 -27.84243 17.98986 18.00871 18.05114 18.07162 15.26395 15.58715 15.56342 15.47155
53.08847 -27.84239 17.16087 17.15462 17.21018 17.21012 17.49781 16.79113 16.77634 16.77027
53.16951 -27.84237 18.18307 18.15723 18.11351 18.04950 19.06614 18.62119 18.58454 20.65602
53.13851 -27.84232 20.53775 19.98007 20.77065 21.16792 17.51498 17.20796 17.61225 18.04943
53.17093 -27.84229 18.79301 18.90302 18.78577 18.77156 16.39042 16.45994 16.54198 16.70504
53.12481 -27.84229 15.29941 15.44784 15.43862 15.39898 13.91415 13.96328 13.96439 13.94186
53.16444 -27.84223 15.88816 16.01081 15.98797 15.93673 14.90465 15.06509 15.10799 15.08431
53.09056 -27.84219 14.86040 15.36328 15.31421 15.23354 13.98447 14.25306 14.25030 14.19752
53.11282 -27.84215 16.41987 16.84680 16.80923 16.75563 15.68872 15.74191 15.82048 15.84024
53.11855 -27.84208   nan   nan   nan   nan   nan   nan   nan   nan
53.08145 -27.84204 18.80750 18.68457 18.80320 18.90932 18.41551 19.11415 20.33559 18.78970
53.09995 -27.84204 18.05281 17.95427 18.04816 18.06144 16.25420 15.98725 16.10946 16.26915
53.15252 -27.84202 18.34975 18.55415 18.47986 18.43634 17.05830 17.21177 17.07530 17.05441
53.09905 -27.84197 17.89831 18.42676 18.30346 18.18678 16.37819 16.56214 16.43347 16.42230
53.17366 -27.84191 17.75391 17.78764 17.77188 17.73155 17.26107 17.36075 17.04741 16.90723
53.13533 -27.84188 16.79201 17.53779 17.47813 17.38232 16.44257 16.54699 16.54766 16.52294
53.15277 -27.84182 19.84184 19.86607 19.93813 20.14177 16.99657 17.12376 16.98649 17.04657
53.08375 -27.84176   nan 21.17592 20.04029 19.62407   nan   nan   nan   nan
53.13951 -27.84173 18.36234 18.59896 18.49587 18.39705 17.46412 16.68053 16.91807 17.27974
53.08645 -27.84171 17.29107 17.33131 17.31217 17.24859 15.43328 15.46815 15.46592 15.44602
53.11932 -27.84151 15.85098 15.86110 15.87511 15.86741 15.95742 15.96970 16.02274 15.98736
53.09666 -27.84151 19.84206 19.86699 19.77096 19.49070 17.68460 17.72015 18.07961 18.06511
53.15985 -27.84140 14.29045 15.27106 15.21778 15.12867 13.12112 13.87017 13.82830 13.76396
53.14183 -27.84141 12.72861 13.61542 13.56495 13.47757 11.48046 12.12982 12.11928 12.07337
53.14023 -27.84143 19.16614 19.40321 19.19683 19.20713   nan   nan   nan   nan
53.13145 -27.84138 13.23950 13.91812 13.87095 13.79188 11.15850 11.59940 11.59143 11.55275
53.11350 -27.84132 18.63728 18.73475 18.63898 18.54362 17.22345 17.41000 17.50095 17.53077
53.12917 -27.84122 21.36006 21.90453 22.44181 21.54844 16.47911 16.52249 16.76526 17.14115
53.11858 -27.84118 17.54765 17.96610 17.98125 17.90106 17.03983 17.41137 17.32887 17.53039
53.16534 -27.84120 16.17312 16.19828 16.17006 16.14526 15.06106 15.02866 15.06900 15.05141
53.08732 -27.84109 15.86089 16.03961 16.01420 15.97383 15.62540 15.84659 15.79132 15.76681
53.11030 -27.84107 20.20005 20.22868 20.41183 20.95572 17.52266 17.66956 17.84344 18.05700
53.12516 -27.84083 18.00377 18.05271 17.94875 17.90099 16.80743 17.32701 16.86861 16.68293
53.16049 -27.84063 22.41848 21.97929 23.44212   nan 17.79549 17.61399 17.67715 17.65520
53.08686 -27.84057 17.16574 17.72347 17.64558 17.56788 15.44007 15.80160 15.76900 15.69060
53.16738 -27.84052 15.48268 16.11069 16.06314 15.98398 14.40071 14.67093 14.66820 14.65520
53.12805 -27.84051 20.07061 19.82020 19.70308 19.87627 17.26504 17.17539 17.11439 17.20286
53.17065 -27.84047   nan   nan   nan   nan 17.91331 18.03465 18.65903 20.93664
53.13532 -27.84036 19.14548 19.05056 19.15631 19.14882 16.92261 17.23187 16.96266 16.89510
53.09767 -27.84032 18.98869 19.39154 19.30313 19.03306   nan   nan   nan   nan
53.15385 -27.84026 18.52488 18.42180 18.50631 18.52194 15.29531 15.87622 15.81337 15.67882
53.13266 -27.84029 16.32953 16.61645 16.58066 16.52271 14.38447 14.56462 14.55567 14.52507
53.14429 -27.84021 18.64061 18.66237 18.61418 18.57699 16.42825 16.37786 16.47313 16.56656
53.13005 -27.84019   nan   nan   nan   nan 17.58772 17.59015 17.67854 17.90410
53.10430 -27.84019 19.59585 19.85883 19.59027 19.53053 18.25194 18.40735 18.12535 18.16630
53.13164 -27.84015 19.39219 19.27880 19.53092 19.78664 18.50401 18.22913 18.55795 18.48354
53.14595 -27.84004 19.20293 18.88218 18.96349 19.00553 17.76133   nan 18.91959 18.19596
53.11554 -27.83997 19.15122 19.22758 19.09608 18.86931 20.34248   nan   nan   nan
53.08545 -27.83996 17.01247 17.29637 17.25022 17.19822 16.42699 16.92961 16.55127 16.41214
53.08205 -27.83994 12.93756 14.53713 14.43540 14.29671 11.61553 12.76585 12.72846 12.65815
53.11668 -27.83979 17.99054 18.01005 18.01910 18.00348 19.32119 19.44134 18.54180 17.87588
53.14457 -27.83976 14.95317 15.44511 15.40780 15.34270 12.91934 13.22272 13.22005 13.19377
53.08630 -27.83959 17.58944 17.77497 17.82341 17.75050 16.41953 16.36115 16.47684 16.43558
53.14631 -27.83961 19.25030 19.05478 18.83378 18.64872 17.96660 18.11711 18.47292 18.57114
53.13578 -27.83956 16.67772 16.76395 16.79725 16.81475 16.51151 16.74611 16.86224 16.98297
53.15887 -27.83952 18.00491 18.13675 18.05075 18.04103 15.91584 15.96243 15.93512 15.88265
53.10304 -27.83952 18.96876 18.93370 18.93483 18.84972   nan   nan   nan   nan
53.10117 -27.83950 18.20387 18.27036 18.29502 18.25386 15.85611 15.87744 15.93687 15.91134
53.09647 -27.83946   nan 20.40069   nan   nan   nan   nan   nan   nan
53.12445 -27.83942 17.30424 17.40681 17.38486 17.31385 16.60061 16.38982 16.44032 16.40936
53.11686 -27.83942 18.33184 18.68496 18.53850 18.37157 16.42739 16.81113 16.63295 16.45955
53.13297 -27.83932 15.81004 16.26077 16.23792 16.18767 14.58254 14.64923 14.71712 14.73252
53.14757 -27.83926 16.98697 17.13249 17.15976 17.15567 14.79830 14.75738 14.81274 14.83334
53.13199 -27.83927 13.82472 14.29468 14.25965 14.19060 11.69608 12.01535 12.01533 11.98225
53.14820 -27.83922 13.69422 14.01592 13.99689 13.94830 11.62284 11.81013 11.81619 11.79164
53.10446 -27.83919 15.90349 15.90331 15.91704 15.91130 14.59204 14.54654 14.59321 14.60621
53.10395 -27.83901 16.52436 17.17679 17.11319 17.00698 15.70829 15.98531 15.89269 15.84272
53.10267 -27.83895   nan   nan   nan   nan   nan   nan 17.86400 17.68003
53.10779 -27.83889 12.29781 13.92426 13.84594 13.72804 12.47870 13.83343 13.79066 13.71494
53.08889 -27.83891 18.26823 18.57241 18.52635 18.46966 16.63596 16.62391 16.59437 16.58602
53.16890 -27.83883 19.23596 19.60179 19.66294 19.41039 17.21221 17.13236 17.03940 17.22403
53.15119 -27.83885 18.44644 18.47536 18.53070 18.56603 17.53373 17.89548 18.05213 17.91737
53.09479 -27.83872   nan   nan   nan   nan   nan   nan   nan   nan
53.12737 -27.83862 14.39971 15.01290 14.97530 14.90183 14.22270 14.76709 14.73899 14.68176
53.09320 -27.83847 15.14673 15.56823 15.55136 15.50191 14.31093 14.64190 14.62677 14.58077
53.15805 -27.83845 15.75814 16.43622 16.36562 16.27801 15.26170 15.54760 15.54765 15.54004
53.13464 -27.83838 17.09686 17.15381 17.13050 17.10970 17.21505 17.67896 17.69680 17.41778
53.08422 -27.83821 16.34674 16.42535 16.40473 16.35839 14.94832 14.95081 14.97111 14.95649
53.13681 -27.83804   nan 23.71147 22.97474 21.78045 17.27068 17.40091 17.36150 17.58750
53.16396 -27.83793 16.40472 16.73849 16.76402 16.73151 15.27759 15.31643 15.36991 15.38514
53.11399 -27.83783 13.05957 14.27486 14.20183 14.09040 12.27516 13.23287 13.20199 13.12931
53.12963 -27.83774   nan   nan   nan   nan   nan   nan   nan   nan
53.09437 -27.83764 14.74394 15.51669 15.44136 15.34116 13.39723 14.00541 13.97455 13.90963
53.12700 -27.83756 17.04695 17.49936 17.46708 17.43567 16.26817 17.32777 17.12147 16.93391
53.14512 -27.83742 17.93316 17.94079 17.91431 17.88750 15.85498 15.76567 15.90549 15.96297
53.08433 -27.83735 19.39217   nan   nan 20.44456 16.74081 18.25909 17.52074 17.26926
53.08420 -27.83715 18.78602 18.72589 18.66903 18.53466   nan 20.38685 17.50089 17.35388
53.15573 -27.83720 15.48417 15.87570 15.84571 15.77871 14.16374 14.26627 14.26943 14.23531
