SMILES_ID RA Dec FWHM_F560W FWHM_F1500W FWHM_F2100W F1500W F2100W F1500W-F2100W
304.0 53.09694 -27.85057 0.6830938016635941 1.0674834624210143 1.4275317885657621 16.40779 15.69688 0.7109099999999984
313.0 53.1254 -27.85014 0.7539557910276748 1.244229618926715 1.5917330754134333 15.83942 15.68885 0.1505700000000001
314.0 53.10503 -27.85011 1.2031928437931998 1.5121524098538304 1.7101364397576904 13.70653 13.15538 0.5511500000000016
315.0 53.11517 -27.84997 0.49125428034575314 0.9733909911543016 1.2269340741060062 16.60195 14.87731 1.724639999999999
316.0 53.11487 -27.84995 0.4912545171085616 0.9742824255515661 1.1949229984281828 19.98264 19.01689 0.9657499999999999
319.0 53.10819 -27.84972 0.7291360570981165 1.025885079981903 1.3154474953079522 15.11029 13.97011 1.1401800000000009
321.0 53.09599 -27.84945 0.8687001932947295 1.2507199668866105 1.6239309173571024 20.18178 18.11659 2.065190000000001
326.0 53.07644 -27.84873 0.724522353131904 0.9750131435177861 1.293307851008218 13.70207 12.34085 1.3612200000000012
328.0 53.0951 -27.84823 0.4287273156253486 0.9607983308654768 0.5443609873536144 17.03852 16.62198 0.4165399999999977
330.0 53.1102 -27.84825 0.9828043017779559 0.27806917848969503 0.5331916908266434 18.74135 17.78625 0.9551000000000016
334.0 53.10358 -27.84801 1.077301332972995 1.3723812686992978 1.5888646312619428 14.61783 13.50752 1.1103100000000001
336.0 53.07509 -27.84806 0.7286750878598095 1.2484623571806142 1.4371795926264872 15.62596 13.53872 2.0872399999999995
337.0 53.08329 -27.84805 1.9207941508043114 2.0007558851172735 2.010615399057652 15.3612 14.45212 0.9090799999999994
338.0 53.0975 -27.84796 1.0716605797941587 1.5016142518770366 1.7135571691011606 14.27188 12.27071 2.00117
339.0 53.09019 -27.84794 1.444278679417345 1.639819391757128 1.9815731233083371 14.69732 14.4582 0.23911999999999978
342.0 53.10354 -27.84735 0.8058211721900445 1.337138920502359 1.6397280663828162 16.14811 13.14102 3.00709
355.0 53.14245 -27.84636 1.236975847441342 0.5295955717513726 0.2725453492428485 19.62159 17.2831 2.33849
357.0 53.10206 -27.84614 0.8826487770295368 1.298416042834303 1.5744156059696126 15.38412 12.38627 2.9978499999999997
361.0 53.09502 -27.84585 0.9725232999351572 1.2722016341041475 1.3966822518289186 16.93839 15.25313 1.6852599999999978
362.0 53.10153 -27.84578 0.770609829019279 0.7223595212630074 1.111275429495527 21.00288 17.63232 3.370560000000001
364.0 53.11036 -27.84566 0.7273566471667325 1.1764166087629249 0.2421002903499591 18.10535 18.15089 -0.045539999999999026
368.0 53.10464 -27.84542 0.5298359500889315 1.0467526673128842 1.3988086891056364 14.54071 14.00613 0.53458
370.0 53.11499 -27.84519 0.930405431932937 0.8936289262970633 0.9360155504496922 18.51791 17.92826 0.5896499999999989
373.0 53.13793 -27.84503 0.6192105313012163 1.5464500710784954 0.21952067006129514 17.43145 15.68682 1.7446300000000008
374.0 53.11552 -27.84473 0.9585705690652643 1.315292155325206 1.3938897706383215 11.69187 10.99773 0.6941399999999991
376.0 53.13893 -27.84471 0.7707617535660454 0.5173409174159675 1.3953950832822144 19.03361 15.91528 3.1183300000000003
377.0 53.13723 -27.84471 0.6338195818759723 1.0249340597995993 1.4033199960951508 16.29168 13.66131 2.630369999999999
378.0 53.08973 -27.84468 1.4802480453615323 1.7613889823549778 2.1883637163565655 16.00044 14.04583 1.9546100000000006
379.0 53.15398 -27.84456 0.7580716910190272 0.9935344537881797 1.4364079085234083 16.91813 14.90633 2.011800000000001
383.0 53.10396 -27.84438 0.6016137540860246 0.20284374960664803 0.813482053323288 18.76786 17.23232 1.5355399999999975
385.0 53.10008 -27.84424 0.7516312294219616 1.0726108975418676 0.9534362984888731 16.27212 15.92315 0.34897000000000133
